backend,model_id,n,MAE,RMSE,NMAE,NRMSE,MASE,R2_pred,Skill_MSE_vs_endogenous,Skill_MAE_vs_endogenous,CRPS,coverage_90,mean_PI90_width
NB2-feedback,NB-AR1+HE+I2,10,11.480958333333334,15.898327009883602,0.4970111832611832,0.6882392644971256,0.5687162022703819,0.1588512039895023,0.37281041134142445,0.3127201508936235,8.65669939236111,0.7,34.1
NB2-feedback,NB-AR1+HE+P2,10,14.40455,17.572229830323817,0.6235735930735931,0.760702590057308,0.713538080495356,-0.0275991254608214,0.23378660724417066,0.1377063949703453,10.143750216666666,0.6,32.40499999999993
NB2-feedback,NB-AR1,10,16.704924999999996,20.07483597291852,0.7231569264069262,0.8690405183081609,0.8274885448916407,-0.3411396031135256,-2.220446049250313e-16,0.0,10.429687250694444,0.9,65.50499999999992
NB2-feedback,NB-AR1+I2,10,14.9726,20.183340361752148,0.6481645021645022,0.8737376779979285,0.7416767801857586,-0.3556764889291932,-0.010839204048496587,0.10370145331391767,10.869398252777778,0.8,42.7
NB2-feedback,NB-AR1+P2,10,15.61533333333333,20.010294704365435,0.6759884559884558,0.8662465239985037,0.7735149638802888,-0.3325298484327446,0.0064197304000223054,0.0652257742352429,11.0099410125,0.8,46.8
NB2-feedback,NB-AR1+HE,10,28.047208333333334,38.432773595112735,1.214164862914863,1.663756432688863,1.3893353973168214,-3.915564864764865,-2.665214906302911,-0.6789784050711596,15.113845627083332,0.8,98.70999999999984
NB2-feedback,NB-AR1+HD+P2,10,29.32205,47.82966812887222,1.2693528138528138,2.0705484038472823,1.4524854489164087,-6.613155690099688,-4.6766317782469065,-0.755293723258261,19.159406997222227,0.8,80.3
